Frame,PointIndex,X,Y
0,0,315.9231873,186.1595001
0,1,464.6408691,176.7451172
0,2,611.3060303,165.8725586
0,3,759.8253174,155.4564209
0,4,906.4851074,149.0713196
0,5,1052.333252,139.6801605
0,6,1197.68689,130.6829376
0,7,1341.996704,120.0442276
0,8,314.1972961,325.3714294
0,9,465.4777222,316.6824341
0,10,616.3695679,305.5148315
0,11,767.1871948,295.6546936
0,12,916.8323975,286.0247192
0,13,1064.799316,277.942688
0,14,1213.397095,267.4237976
0,15,1359.483521,257.9588928
0,16,313.3372192,472.6903687
0,17,467.2553406,461.7489319
0,18,620.7027588,450.9409485
0,19,775.2692871,439.8544312
0,20,927.2365723,430.5184937
0,21,1078.698975,420.2249451
0,22,1229.512207,410.0168457
0,23,1379.312988,398.9669189
0,24,314.0821228,625.5393677
0,25,468.3726807,614.3326416
0,26,625.5509644,602.0585938
0,27,782.8912964,591.4302368
0,28,938.4985352,580.1031494
0,29,1092.753418,569.7792969
0,30,1247.465942,557.5465698
0,31,1400.232544,546.8109741
0,32,316.2843933,783.4057007
0,33,472.6892395,771.4920654
0,34,631.1216431,760.2341309
0,35,791.2140503,747.5037231
0,36,949.6893311,736.0904541
0,37,1107.549438,723.736084
0,38,1265.106812,712.3529053
0,39,1421.600708,699.6512451
0,40,322.388031,944.0279541
0,41,479.7145996,933.5048218
0,42,638.9631348,921.8551636
0,43,800.2053833,910.6289062
0,44,961.6079712,897.7250977
0,45,1122.66626,885.5236816
0,46,1284.318604,872.4748535
0,47,1443.234985,859.980835
1,0,465.899231,211.3418884
1,1,604.7982788,210.3714905
1,2,743.2694092,210.7183685
1,3,878.994873,213.6142578
1,4,1012.5,214.9237671
1,5,1144.771484,215.0865631
1,6,1274.588013,214.8574677
1,7,1402.651855,215.1298218
1,8,458.2342224,338.7825928
1,9,601.145813,337.8686829
1,10,742.9797974,336.9184875
1,11,881.8466187,337.5268555
1,12,1018.264343,338.5542908
1,13,1153.393555,338.4037781
1,14,1285.915283,337.6790771
1,15,1416.571899,337.2385254
1,16,450.0491943,472.8758545
1,17,596.7298584,470.5718079
1,18,742.5551758,469.2786865
1,19,884.828186,468.7906494
1,20,1024.662109,468.1069336
1,21,1163.167236,466.5842285
1,22,1298.390137,465.2450256
1,23,1432.713867,463.4344788
1,24,441.4776001,614.2791138
1,25,592.2502441,611.1983643
1,26,742.0159912,608.7863159
1,27,887.8880615,606.8447876
1,28,1031.487671,604.4639282
1,29,1173.579712,601.6766357
1,30,1313.144775,598.7979126
1,31,1451.054321,595.9966431
1,32,434.9398499,763.5028687
1,33,588.1221313,759.2659302
1,34,741.2328491,754.899292
1,35,891.1315918,751.2037354
1,36,1038.601074,747.5005493
1,37,1184.404297,743.7119751
1,38,1327.305298,739.8753662
1,39,1468.116089,735.8186035
1,40,430.7302856,918.9059448
1,41,585.4213257,914.291748
1,42,740.8535156,909.1826782
1,43,894.5458374,903.6608887
1,44,1046.093506,898.3737793
1,45,1196.006348,893.3319092
1,46,1342.730957,888.1754761
1,47,1486.387817,882.5709839
2,0,465.899231,211.3418884
2,1,604.7982788,210.3714905
2,2,743.2694092,210.7183685
2,3,878.994873,213.6142578
2,4,1012.5,214.9237671
2,5,1144.771484,215.0865631
2,6,1274.588013,214.8574677
2,7,1402.651855,215.1298218
2,8,458.2342224,338.7825928
2,9,601.145813,337.8686829
2,10,742.9797974,336.9184875
2,11,881.8466187,337.5268555
2,12,1018.264343,338.5542908
2,13,1153.393555,338.4037781
2,14,1285.915283,337.6790771
2,15,1416.571899,337.2385254
2,16,450.0491943,472.8758545
2,17,596.7298584,470.5718079
2,18,742.5551758,469.2786865
2,19,884.828186,468.7906494
2,20,1024.662109,468.1069336
2,21,1163.167236,466.5842285
2,22,1298.390137,465.2450256
2,23,1432.713867,463.4344788
2,24,441.4776001,614.2791138
2,25,592.2502441,611.1983643
2,26,742.0159912,608.7863159
2,27,887.8880615,606.8447876
2,28,1031.487671,604.4639282
2,29,1173.579712,601.6766357
2,30,1313.144775,598.7979126
2,31,1451.054321,595.9966431
2,32,434.9398499,763.5028687
2,33,588.1221313,759.2659302
2,34,741.2328491,754.899292
2,35,891.1315918,751.2037354
2,36,1038.601074,747.5005493
2,37,1184.404297,743.7119751
2,38,1327.305298,739.8753662
2,39,1468.116089,735.8186035
2,40,430.7302856,918.9059448
2,41,585.4213257,914.291748
2,42,740.8535156,909.1826782
2,43,894.5458374,903.6608887
2,44,1046.093506,898.3737793
2,45,1196.006348,893.3319092
2,46,1342.730957,888.1754761
2,47,1486.387817,882.5709839
3,0,465.899231,211.3418884
3,1,604.7982788,210.3714905
3,2,743.2694092,210.7183685
3,3,878.994873,213.6142578
3,4,1012.5,214.9237671
3,5,1144.771484,215.0865631
3,6,1274.588013,214.8574677
3,7,1402.651855,215.1298218
3,8,458.2342224,338.7825928
3,9,601.145813,337.8686829
3,10,742.9797974,336.9184875
3,11,881.8466187,337.5268555
3,12,1018.264343,338.5542908
3,13,1153.393555,338.4037781
3,14,1285.915283,337.6790771
3,15,1416.571899,337.2385254
3,16,450.0491943,472.8758545
3,17,596.7298584,470.5718079
3,18,742.5551758,469.2786865
3,19,884.828186,468.7906494
3,20,1024.662109,468.1069336
3,21,1163.167236,466.5842285
3,22,1298.390137,465.2450256
3,23,1432.713867,463.4344788
3,24,441.4776001,614.2791138
3,25,592.2502441,611.1983643
3,26,742.0159912,608.7863159
3,27,887.8880615,606.8447876
3,28,1031.487671,604.4639282
3,29,1173.579712,601.6766357
3,30,1313.144775,598.7979126
3,31,1451.054321,595.9966431
3,32,434.9398499,763.5028687
3,33,588.1221313,759.2659302
3,34,741.2328491,754.899292
3,35,891.1315918,751.2037354
3,36,1038.601074,747.5005493
3,37,1184.404297,743.7119751
3,38,1327.305298,739.8753662
3,39,1468.116089,735.8186035
3,40,430.7302856,918.9059448
3,41,585.4213257,914.291748
3,42,740.8535156,909.1826782
3,43,894.5458374,903.6608887
3,44,1046.093506,898.3737793
3,45,1196.006348,893.3319092
3,46,1342.730957,888.1754761
3,47,1486.387817,882.5709839
4,0,465.899231,211.3418884
4,1,604.7982788,210.3714905
4,2,743.2694092,210.7183685
4,3,878.994873,213.6142578
4,4,1012.5,214.9237671
4,5,1144.771484,215.0865631
4,6,1274.588013,214.8574677
4,7,1402.651855,215.1298218
4,8,458.2342224,338.7825928
4,9,601.145813,337.8686829
4,10,742.9797974,336.9184875
4,11,881.8466187,337.5268555
4,12,1018.264343,338.5542908
4,13,1153.393555,338.4037781
4,14,1285.915283,337.6790771
4,15,1416.571899,337.2385254
4,16,450.0491943,472.8758545
4,17,596.7298584,470.5718079
4,18,742.5551758,469.2786865
4,19,884.828186,468.7906494
4,20,1024.662109,468.1069336
4,21,1163.167236,466.5842285
4,22,1298.390137,465.2450256
4,23,1432.713867,463.4344788
4,24,441.4776001,614.2791138
4,25,592.2502441,611.1983643
4,26,742.0159912,608.7863159
4,27,887.8880615,606.8447876
4,28,1031.487671,604.4639282
4,29,1173.579712,601.6766357
4,30,1313.144775,598.7979126
4,31,1451.054321,595.9966431
4,32,434.9398499,763.5028687
4,33,588.1221313,759.2659302
4,34,741.2328491,754.899292
4,35,891.1315918,751.2037354
4,36,1038.601074,747.5005493
4,37,1184.404297,743.7119751
4,38,1327.305298,739.8753662
4,39,1468.116089,735.8186035
4,40,430.7302856,918.9059448
4,41,585.4213257,914.291748
4,42,740.8535156,909.1826782
4,43,894.5458374,903.6608887
4,44,1046.093506,898.3737793
4,45,1196.006348,893.3319092
4,46,1342.730957,888.1754761
4,47,1486.387817,882.5709839
5,0,465.899231,211.3418884
5,1,604.7982788,210.3714905
5,2,743.2694092,210.7183685
5,3,878.994873,213.6142578
5,4,1012.5,214.9237671
5,5,1144.771484,215.0865631
5,6,1274.588013,214.8574677
5,7,1402.651855,215.1298218
5,8,458.2342224,338.7825928
5,9,601.145813,337.8686829
5,10,742.9797974,336.9184875
5,11,881.8466187,337.5268555
5,12,1018.264343,338.5542908
5,13,1153.393555,338.4037781
5,14,1285.915283,337.6790771
5,15,1416.571899,337.2385254
5,16,450.0491943,472.8758545
5,17,596.7298584,470.5718079
5,18,742.5551758,469.2786865
5,19,884.828186,468.7906494
5,20,1024.662109,468.1069336
5,21,1163.167236,466.5842285
5,22,1298.390137,465.2450256
5,23,1432.713867,463.4344788
5,24,441.4776001,614.2791138
5,25,592.2502441,611.1983643
5,26,742.0159912,608.7863159
5,27,887.8880615,606.8447876
5,28,1031.487671,604.4639282
5,29,1173.579712,601.6766357
5,30,1313.144775,598.7979126
5,31,1451.054321,595.9966431
5,32,434.9398499,763.5028687
5,33,588.1221313,759.2659302
5,34,741.2328491,754.899292
5,35,891.1315918,751.2037354
5,36,1038.601074,747.5005493
5,37,1184.404297,743.7119751
5,38,1327.305298,739.8753662
5,39,1468.116089,735.8186035
5,40,430.7302856,918.9059448
5,41,585.4213257,914.291748
5,42,740.8535156,909.1826782
5,43,894.5458374,903.6608887
5,44,1046.093506,898.3737793
5,45,1196.006348,893.3319092
5,46,1342.730957,888.1754761
5,47,1486.387817,882.5709839
6,0,465.899231,211.3418884
6,1,604.7982788,210.3714905
6,2,743.2694092,210.7183685
6,3,878.994873,213.6142578
6,4,1012.5,214.9237671
6,5,1144.771484,215.0865631
6,6,1274.588013,214.8574677
6,7,1402.651855,215.1298218
6,8,458.2342224,338.7825928
6,9,601.145813,337.8686829
6,10,742.9797974,336.9184875
6,11,881.8466187,337.5268555
6,12,1018.264343,338.5542908
6,13,1153.393555,338.4037781
6,14,1285.915283,337.6790771
6,15,1416.571899,337.2385254
6,16,450.0491943,472.8758545
6,17,596.7298584,470.5718079
6,18,742.5551758,469.2786865
6,19,884.828186,468.7906494
6,20,1024.662109,468.1069336
6,21,1163.167236,466.5842285
6,22,1298.390137,465.2450256
6,23,1432.713867,463.4344788
6,24,441.4776001,614.2791138
6,25,592.2502441,611.1983643
6,26,742.0159912,608.7863159
6,27,887.8880615,606.8447876
6,28,1031.487671,604.4639282
6,29,1173.579712,601.6766357
6,30,1313.144775,598.7979126
6,31,1451.054321,595.9966431
6,32,434.9398499,763.5028687
6,33,588.1221313,759.2659302
6,34,741.2328491,754.899292
6,35,891.1315918,751.2037354
6,36,1038.601074,747.5005493
6,37,1184.404297,743.7119751
6,38,1327.305298,739.8753662
6,39,1468.116089,735.8186035
6,40,430.7302856,918.9059448
6,41,585.4213257,914.291748
6,42,740.8535156,909.1826782
6,43,894.5458374,903.6608887
6,44,1046.093506,898.3737793
6,45,1196.006348,893.3319092
6,46,1342.730957,888.1754761
6,47,1486.387817,882.5709839
7,0,465.899231,211.3418884
7,1,604.7982788,210.3714905
7,2,743.2694092,210.7183685
7,3,878.994873,213.6142578
7,4,1012.5,214.9237671
7,5,1144.771484,215.0865631
7,6,1274.588013,214.8574677
7,7,1402.651855,215.1298218
7,8,458.2342224,338.7825928
7,9,601.145813,337.8686829
7,10,742.9797974,336.9184875
7,11,881.8466187,337.5268555
7,12,1018.264343,338.5542908
7,13,1153.393555,338.4037781
7,14,1285.915283,337.6790771
7,15,1416.571899,337.2385254
7,16,450.0491943,472.8758545
7,17,596.7298584,470.5718079
7,18,742.5551758,469.2786865
7,19,884.828186,468.7906494
7,20,1024.662109,468.1069336
7,21,1163.167236,466.5842285
7,22,1298.390137,465.2450256
7,23,1432.713867,463.4344788
7,24,441.4776001,614.2791138
7,25,592.2502441,611.1983643
7,26,742.0159912,608.7863159
7,27,887.8880615,606.8447876
7,28,1031.487671,604.4639282
7,29,1173.579712,601.6766357
7,30,1313.144775,598.7979126
7,31,1451.054321,595.9966431
7,32,434.9398499,763.5028687
7,33,588.1221313,759.2659302
7,34,741.2328491,754.899292
7,35,891.1315918,751.2037354
7,36,1038.601074,747.5005493
7,37,1184.404297,743.7119751
7,38,1327.305298,739.8753662
7,39,1468.116089,735.8186035
7,40,430.7302856,918.9059448
7,41,585.4213257,914.291748
7,42,740.8535156,909.1826782
7,43,894.5458374,903.6608887
7,44,1046.093506,898.3737793
7,45,1196.006348,893.3319092
7,46,1342.730957,888.1754761
7,47,1486.387817,882.5709839
8,0,465.899231,211.3418884
8,1,604.7982788,210.3714905
8,2,743.2694092,210.7183685
8,3,878.994873,213.6142578
8,4,1012.5,214.9237671
8,5,1144.771484,215.0865631
8,6,1274.588013,214.8574677
8,7,1402.651855,215.1298218
8,8,458.2342224,338.7825928
8,9,601.145813,337.8686829
8,10,742.9797974,336.9184875
8,11,881.8466187,337.5268555
8,12,1018.264343,338.5542908
8,13,1153.393555,338.4037781
8,14,1285.915283,337.6790771
8,15,1416.571899,337.2385254
8,16,450.0491943,472.8758545
8,17,596.7298584,470.5718079
8,18,742.5551758,469.2786865
8,19,884.828186,468.7906494
8,20,1024.662109,468.1069336
8,21,1163.167236,466.5842285
8,22,1298.390137,465.2450256
8,23,1432.713867,463.4344788
8,24,441.4776001,614.2791138
8,25,592.2502441,611.1983643
8,26,742.0159912,608.7863159
8,27,887.8880615,606.8447876
8,28,1031.487671,604.4639282
8,29,1173.579712,601.6766357
8,30,1313.144775,598.7979126
8,31,1451.054321,595.9966431
8,32,434.9398499,763.5028687
8,33,588.1221313,759.2659302
8,34,741.2328491,754.899292
8,35,891.1315918,751.2037354
8,36,1038.601074,747.5005493
8,37,1184.404297,743.7119751
8,38,1327.305298,739.8753662
8,39,1468.116089,735.8186035
8,40,430.7302856,918.9059448
8,41,585.4213257,914.291748
8,42,740.8535156,909.1826782
8,43,894.5458374,903.6608887
8,44,1046.093506,898.3737793
8,45,1196.006348,893.3319092
8,46,1342.730957,888.1754761
8,47,1486.387817,882.5709839
9,0,465.899231,211.3418884
9,1,604.7982788,210.3714905
9,2,743.2694092,210.7183685
9,3,878.994873,213.6142578
9,4,1012.5,214.9237671
9,5,1144.771484,215.0865631
9,6,1274.588013,214.8574677
9,7,1402.651855,215.1298218
9,8,458.2342224,338.7825928
9,9,601.145813,337.8686829
9,10,742.9797974,336.9184875
9,11,881.8466187,337.5268555
9,12,1018.264343,338.5542908
9,13,1153.393555,338.4037781
9,14,1285.915283,337.6790771
9,15,1416.571899,337.2385254
9,16,450.0491943,472.8758545
9,17,596.7298584,470.5718079
9,18,742.5551758,469.2786865
9,19,884.828186,468.7906494
9,20,1024.662109,468.1069336
9,21,1163.167236,466.5842285
9,22,1298.390137,465.2450256
9,23,1432.713867,463.4344788
9,24,441.4776001,614.2791138
9,25,592.2502441,611.1983643
9,26,742.0159912,608.7863159
9,27,887.8880615,606.8447876
9,28,1031.487671,604.4639282
9,29,1173.579712,601.6766357
9,30,1313.144775,598.7979126
9,31,1451.054321,595.9966431
9,32,434.9398499,763.5028687
9,33,588.1221313,759.2659302
9,34,741.2328491,754.899292
9,35,891.1315918,751.2037354
9,36,1038.601074,747.5005493
9,37,1184.404297,743.7119751
9,38,1327.305298,739.8753662
9,39,1468.116089,735.8186035
9,40,430.7302856,918.9059448
9,41,585.4213257,914.291748
9,42,740.8535156,909.1826782
9,43,894.5458374,903.6608887
9,44,1046.093506,898.3737793
9,45,1196.006348,893.3319092
9,46,1342.730957,888.1754761
9,47,1486.387817,882.5709839
10,0,465.899231,211.3418884
10,1,604.7982788,210.3714905
10,2,743.2694092,210.7183685
10,3,878.994873,213.6142578
10,4,1012.5,214.9237671
10,5,1144.771484,215.0865631
10,6,1274.588013,214.8574677
10,7,1402.651855,215.1298218
10,8,458.2342224,338.7825928
10,9,601.145813,337.8686829
10,10,742.9797974,336.9184875
10,11,881.8466187,337.5268555
10,12,1018.264343,338.5542908
10,13,1153.393555,338.4037781
10,14,1285.915283,337.6790771
10,15,1416.571899,337.2385254
10,16,450.0491943,472.8758545
10,17,596.7298584,470.5718079
10,18,742.5551758,469.2786865
10,19,884.828186,468.7906494
10,20,1024.662109,468.1069336
10,21,1163.167236,466.5842285
10,22,1298.390137,465.2450256
10,23,1432.713867,463.4344788
10,24,441.4776001,614.2791138
10,25,592.2502441,611.1983643
10,26,742.0159912,608.7863159
10,27,887.8880615,606.8447876
10,28,1031.487671,604.4639282
10,29,1173.579712,601.6766357
10,30,1313.144775,598.7979126
10,31,1451.054321,595.9966431
10,32,434.9398499,763.5028687
10,33,588.1221313,759.2659302
10,34,741.2328491,754.899292
10,35,891.1315918,751.2037354
10,36,1038.601074,747.5005493
10,37,1184.404297,743.7119751
10,38,1327.305298,739.8753662
10,39,1468.116089,735.8186035
10,40,430.7302856,918.9059448
10,41,585.4213257,914.291748
10,42,740.8535156,909.1826782
10,43,894.5458374,903.6608887
10,44,1046.093506,898.3737793
10,45,1196.006348,893.3319092
10,46,1342.730957,888.1754761
10,47,1486.387817,882.5709839
11,0,465.899231,211.3418884
11,1,604.7982788,210.3714905
11,2,743.2694092,210.7183685
11,3,878.994873,213.6142578
11,4,1012.5,214.9237671
11,5,1144.771484,215.0865631
11,6,1274.588013,214.8574677
11,7,1402.651855,215.1298218
11,8,458.2342224,338.7825928
11,9,601.145813,337.8686829
11,10,742.9797974,336.9184875
11,11,881.8466187,337.5268555
11,12,1018.264343,338.5542908
11,13,1153.393555,338.4037781
11,14,1285.915283,337.6790771
11,15,1416.571899,337.2385254
11,16,450.0491943,472.8758545
11,17,596.7298584,470.5718079
11,18,742.5551758,469.2786865
11,19,884.828186,468.7906494
11,20,1024.662109,468.1069336
11,21,1163.167236,466.5842285
11,22,1298.390137,465.2450256
11,23,1432.713867,463.4344788
11,24,441.4776001,614.2791138
11,25,592.2502441,611.1983643
11,26,742.0159912,608.7863159
11,27,887.8880615,606.8447876
11,28,1031.487671,604.4639282
11,29,1173.579712,601.6766357
11,30,1313.144775,598.7979126
11,31,1451.054321,595.9966431
11,32,434.9398499,763.5028687
11,33,588.1221313,759.2659302
11,34,741.2328491,754.899292
11,35,891.1315918,751.2037354
11,36,1038.601074,747.5005493
11,37,1184.404297,743.7119751
11,38,1327.305298,739.8753662
11,39,1468.116089,735.8186035
11,40,430.7302856,918.9059448
11,41,585.4213257,914.291748
11,42,740.8535156,909.1826782
11,43,894.5458374,903.6608887
11,44,1046.093506,898.3737793
11,45,1196.006348,893.3319092
11,46,1342.730957,888.1754761
11,47,1486.387817,882.5709839
12,0,332.1163025,57.95183945
12,1,483.4180603,60.71029282
12,2,630.4291382,59.30249405
12,3,777.4872437,60.11373138
12,4,921.0122681,63.82447815
12,5,1062.18103,66.01276398
12,6,1202.061646,66.46237946
12,7,1338.851929,67.31874084
12,8,321.5332031,189.4118347
12,9,475.9508057,190.5507507
12,10,627.9525146,189.8315887
12,11,778.6002808,188.9641571
12,12,926.3425903,190.6430511
12,13,1070.755859,192.4732666
12,14,1214.080322,193.0211487
12,15,1354.578003,192.4681549
12,16,310.0157471,329.5792236
12,17,468.8104858,328.785553
12,18,624.9420166,326.3322449
12,19,780.3809204,325.7521973
12,20,931.7379761,326.0081787
12,21,1080.475586,326.0393982
12,22,1227.495605,324.7290649
12,23,1371.483154,323.939209
12,24,299.267395,479.0625916
12,25,460.1045532,474.8191528
12,26,622.222168,471.9169922
12,27,781.8589478,469.9240417
12,28,937.8900757,469.047821
12,29,1090.532837,466.7761841
12,30,1242.181274,464.4209595
12,31,1390.737793,461.3901367
12,32,289.3023071,636.3840942
12,33,454.6155701,631.3967896
12,34,619.2201538,626.3891602
12,35,783.6517334,622.2581787
12,36,943.7219849,618.6157837
12,37,1101.683594,615.4169922
12,38,1256.961914,611.6977539
12,39,1410.279541,608.1508789
12,40,283.0966492,802.1299438
12,41,450.0259094,796.5397949
12,42,617.9454346,790.53302
12,43,785.5144653,784.0031128
12,44,950.6615601,778.4880981
12,45,1112.841309,772.8607178
12,46,1273.585571,768.1790161
12,47,1430.988892,762.7772217
13,0,332.1163025,57.95183945
13,1,483.4180603,60.71029282
13,2,630.4291382,59.30249405
13,3,777.4872437,60.11373138
13,4,921.0122681,63.82447815
13,5,1062.18103,66.01276398
13,6,1202.061646,66.46237946
13,7,1338.851929,67.31874084
13,8,321.5332031,189.4118347
13,9,475.9508057,190.5507507
13,10,627.9525146,189.8315887
13,11,778.6002808,188.9641571
13,12,926.3425903,190.6430511
13,13,1070.755859,192.4732666
13,14,1214.080322,193.0211487
13,15,1354.578003,192.4681549
13,16,310.0157471,329.5792236
13,17,468.8104858,328.785553
13,18,624.9420166,326.3322449
13,19,780.3809204,325.7521973
13,20,931.7379761,326.0081787
13,21,1080.475586,326.0393982
13,22,1227.495605,324.7290649
13,23,1371.483154,323.939209
13,24,299.267395,479.0625916
13,25,460.1045532,474.8191528
13,26,622.222168,471.9169922
13,27,781.8589478,469.9240417
13,28,937.8900757,469.047821
13,29,1090.532837,466.7761841
13,30,1242.181274,464.4209595
13,31,1390.737793,461.3901367
13,32,289.3023071,636.3840942
13,33,454.6155701,631.3967896
13,34,619.2201538,626.3891602
13,35,783.6517334,622.2581787
13,36,943.7219849,618.6157837
13,37,1101.683594,615.4169922
13,38,1256.961914,611.6977539
13,39,1410.279541,608.1508789
13,40,283.0966492,802.1299438
13,41,450.0259094,796.5397949
13,42,617.9454346,790.53302
13,43,785.5144653,784.0031128
13,44,950.6615601,778.4880981
13,45,1112.841309,772.8607178
13,46,1273.585571,768.1790161
13,47,1430.988892,762.7772217
14,0,332.1163025,57.95183945
14,1,483.4180603,60.71029282
14,2,630.4291382,59.30249405
14,3,777.4872437,60.11373138
14,4,921.0122681,63.82447815
14,5,1062.18103,66.01276398
14,6,1202.061646,66.46237946
14,7,1338.851929,67.31874084
14,8,321.5332031,189.4118347
14,9,475.9508057,190.5507507
14,10,627.9525146,189.8315887
14,11,778.6002808,188.9641571
14,12,926.3425903,190.6430511
14,13,1070.755859,192.4732666
14,14,1214.080322,193.0211487
14,15,1354.578003,192.4681549
14,16,310.0157471,329.5792236
14,17,468.8104858,328.785553
14,18,624.9420166,326.3322449
14,19,780.3809204,325.7521973
14,20,931.7379761,326.0081787
14,21,1080.475586,326.0393982
14,22,1227.495605,324.7290649
14,23,1371.483154,323.939209
14,24,299.267395,479.0625916
14,25,460.1045532,474.8191528
14,26,622.222168,471.9169922
14,27,781.8589478,469.9240417
14,28,937.8900757,469.047821
14,29,1090.532837,466.7761841
14,30,1242.181274,464.4209595
14,31,1390.737793,461.3901367
14,32,289.3023071,636.3840942
14,33,454.6155701,631.3967896
14,34,619.2201538,626.3891602
14,35,783.6517334,622.2581787
14,36,943.7219849,618.6157837
14,37,1101.683594,615.4169922
14,38,1256.961914,611.6977539
14,39,1410.279541,608.1508789
14,40,283.0966492,802.1299438
14,41,450.0259094,796.5397949
14,42,617.9454346,790.53302
14,43,785.5144653,784.0031128
14,44,950.6615601,778.4880981
14,45,1112.841309,772.8607178
14,46,1273.585571,768.1790161
14,47,1430.988892,762.7772217
